id,name,type,region,locality,lat,lon
335,house Vahrameeva,architecture,Yaroslavskaya oblast,Yaroslavl,39.857944,57.640937
336,house Vitov,architecture,Ivanovo region,Ivanovo,40.973921,57.000348
337,house Vorobyova,architecture,Saratov region,Saratov,46.076037,51.58032
338,house Vorontsov,architecture,Republic of Crimea,Simferopol,34.103722,44.942247
339,second home,architecture,Irkutsk region,Irkutsk,104.357736,52.249324
340,house Galibina,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
341,house Garelina,architecture,Ivanovo region,Ivanovo,40.973921,57.000348
342,St George's House fraternity,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.982909,56.31231
343,House superiors mining plants,architecture,Sverdlovsk region,Ekaterinburg,60.675322,56.833161
344,house Gribushin,architecture,Perm,Permian,56.253967,58.006473
345,house Gubin,architecture,Lipetsk region,Lipetsk,39.59922,52.60882
346,house Guseva,architecture,Vologda Region,Vologda,39.88103,59.227647
347,House DM smith,architecture,Irkutsk region,Irkutsk,104.281047,52.287054
348,"House DF Babina, 1804 - 1806 years",architecture,Kirov region,Kirov,49.594567,58.508738
349,House of Nobility Assembly,architecture,Kaluga region,Kaluga,36.263784,54.506857
350,Demidov's house,architecture,Republic of Bashkortostan,Ufa,55.990581,54.720231
351,House Dmitry Sidorov,architecture,Voronezh region,Nižnedevick,38.361629,51.541097
352,house Dovlatova,architecture,Pskov region,Berezino,28.926588,57.042601
353,house Dyurshmidta,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.982909,56.31231
354,Home EK Kuklina,architecture,Novosibirsk region,Novosibirsk,82.958761,55.041787
355,"House EP Naryshkina, wives of the Decembrists MM Naryshkin",architecture,Transbaikal region,Chita,114.029537,51.808188
356,Home EG Ikonnikovoy,architecture,Novosibirsk region,Novosibirsk,82.92043,55.030199
357,House EY riding,architecture,Novosibirsk region,Novosibirsk,82.958761,55.041787
358,Europa house,architecture,Irkutsk region,Irkutsk,104.357736,52.249324
359,house Zheleznova,architecture,Sverdlovsk region,Ekaterinburg,60.675322,56.833161
360,house Zasetskaya,architecture,Vologda Region,Vologda,39.88103,59.227647
361,house Zverkov,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
362,Zinger house,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
363,House Zinkovetskogo (Officers' House),architecture,Republic of Adygea,Maikop,40.098548,44.608865
364,House I. Merkuleva,architecture,Astrakhan region,Astrakhan,47.993761,46.312972
365,House IP Shuvalov - MA Heinze,architecture,Nizhny Novgorod Region,Nizhny Novgorod,Not found,
366,"House I. Repin, 1815",architecture,Kirov region,Kirov,49.719343,58.49252
367,House I. Sayapina,architecture,Amur region,Blagoveshchensk,128.13341,51.689398
368,IV house Malyshev,architecture,Kostroma region,Kostroma,40.898894,57.733973
369,House IG Vedernikov,architecture,Novosibirsk region,Novosibirsk,82.92043,55.030199
370,House II Menshikov,architecture,The Republic of Buryatia,Ulan-Ude,107.660823,51.869022
371,House II Feinberg,architecture,Irkutsk region,Irkutsk,104.357736,52.249324
372,Home ip Voynova,architecture,Tyumen region,Tyumen,65.580268,57.169565
373,IF House Stikhin,architecture,Novosibirsk region,Novosibirsk,82.932943,55.021075
374,House Ivan Polyashova,architecture,Kostroma region,Pogorelovo,43.130668,58.825872
375,House Ivan Steingel,architecture,Republic of North Ossetia - Alania,Vladikavkaz,44.68196,43.02115
376,house Ignatiev,architecture,Tyumen region,Tyumen,65.397784,57.272057
377,House K Firstova,architecture,Kirov region,Kirov,49.594567,58.508738
378,House KP Buzolin,architecture,Novosibirsk region,Novosibirsk,82.958761,55.041787
379,house Kamenskih,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.982909,56.31231
380,House Baia-Karim (center of Tatar culture),architecture,Tomsk region,Tomsk,85.050946,56.469513
381,house Kligman,architecture,Voronezh region,Voronezh,39.164247,51.701105
382,house Kolmogorovs,architecture,Tyumen region,Tyumen,65.397784,57.272057
383,house Kornilov,architecture,Tyumen region,Tobolsk,68.232993,58.195698
384,house Kostromina,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.982909,56.31231
385,House Kuchina / house Klinkstrem,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
386,house Kyuzelya,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
387,LI house Rodionova,architecture,Amur region,Blagoveshchensk,128.13341,51.689398
388,house Laval,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
389,house Laval,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
390,Dom Левашова,architecture,Vologda Region,Vologda,39.88103,59.227647
391,house Lesniewski,architecture,Altai region,Barnaul,83.774503,53.362495
392,House Lobanov-Rostovsky,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
393,house Loktev,architecture,Moscow region,Zaraysk,38.874845,54.756973
394,house Lukin,architecture,Transbaikal region,Chita,118.645746,52.459782
395,House MN Zamyatnin,architecture,Voronezh region,Voronezh,39.164247,51.701105
396,Mamalova trapped Coxe,architecture,The Republic of Dagestan,Aul Çox,Not found,
397,Marian House Sazonov,architecture,Kostroma region,Ostašovo,43.080398,58.688099
398,Melnikov house,architecture,Moscow,,37.671301,55.725929
399,house Meshkov,architecture,Perm,Permian,56.253967,58.006473
400,Home Michael,architecture,Sevastopol,Juniperus excelsa Balaklava,33.599857,44.501214
401,trapped Moʙerga,architecture,The Republic of Karelia,Kalevala,31.184413,65.197743
402,house Muruzi,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
403,NI house Klabukova,architecture,Kirov region,Kirov,49.594567,58.508738
404,Naxiʙaşeva trapped Coxe,architecture,The Republic of Dagestan,Aul Çox,Not found,
405,Nicholas House Basin,architecture,St. Petersburg,St. Petersburg,30.466507,59.865072
406,Home Nosovycha,architecture,Altai region,Barnaul,83.774503,53.362495
407,House Orlova-Davydova,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
408,Home P. E. Borisova,architecture,Kurgan region,Mound,65.334893,55.430319
409,Home PI Podarueva,architecture,Tyumen region,Tyumen,65.397784,57.272057
410,House PG Arshaulova,architecture,Kirov region,Kirov,49.668014,58.603591
411,PD House Dolishte,architecture,Pskov region,Pskov,28.332451,57.819274
412,House PI Dempsey,architecture,Republic of Bashkortostan,Ufa,55.990581,54.720231
413,House PI Tchaikovsky,architecture,St. Petersburg,St. Petersburg,30.35278,59.94654
414,Pavlov's House,architecture,Volgograd region,,43.510799,48.655732
415,Memory house,architecture,Orenburg region,Orenburg,55.096955,51.768199
416,house Panyov,architecture,Vologda Region,Vologda,39.88103,59.227647
417,Pashkov house,architecture,Moscow,,37.637874,55.770218
418,house Perepilihi,architecture,Arhangelsk region,Uemsky,40.862476,64.475911
419,house Pereslavtseva,architecture,Yaroslavskaya oblast,Uglich,38.319372,57.526592
420,House Pakleŭski-Kozell,architecture,Sverdlovsk region,Ekaterinburg,60.675322,56.833161
421,dom Popova,architecture,Yaroslavskaya oblast,Rybinsk,38.902415,58.031132
422,house Pryanichnikova,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
423,House Paunch-Puzyrevskii,architecture,Vologda Region,Vologda,39.88103,59.227647
424,Raskolnikov house,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
425,House of Russian Literary Society,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
426,SA house Pendzinskogo,architecture,Amur region,Blagoveshchensk,128.13341,51.689398
427,house S.A.Shillinga,architecture,Transbaikal region,Chita,118.645746,52.459782
428,"Savintseva House (House, where princes Romanovs lived)",architecture,Kirov region,Kirov,49.594567,58.508738
429,house Saltykov,architecture,St. Petersburg,St. Petersburg,30.367395,59.943368
430,Home Svaroh,architecture,Voronezh region,,40.233395,50.970898
431,home Sveshnikova,architecture,Vologda Region,Vologda,39.88103,59.227647
432,house Sevastyanov,architecture,Sverdlovsk region,Ekaterinburg,60.675322,56.833161
433,house Sedova,architecture,Yaroslavskaya oblast,Rybinsk,38.858406,58.048454
434,House Sergei Dovlatov,architecture,St. Petersburg,St. Petersburg,30.34015,59.925421
435,house Sinakevicha,architecture,Perm,Permian,56.253967,58.006473
436,Home Sirotkina,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.982909,56.31231
437,house Sitnikov,architecture,Vologda Region,Vologda,39.88103,59.227647
438,house Smyshlyaeva,architecture,Perm,Permian,56.26463,57.989341
439,House of Soviets,architecture,Kirov region,Kirov,49.594567,58.508738
440,House of Soviets,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.989395,56.279337
441,House Sophia Perovskoy,architecture,Pskov region,Pskov,28.359751,57.818047
442,House of Unions (Noble Collection),architecture,Moscow,,37.637874,55.770218
443,House TG Shevchenko,architecture,St. Petersburg,St. Petersburg,30.242898,59.936837
444,house Tverdova,architecture,Nizhny Novgorod Region,Arzamas,43.815687,55.386666
445,house Telegin,architecture,Sverdlovsk region,Ekaterinburg,60.675322,56.833161
446,dom Thompson,architecture,Yaroslavskaya oblast,Myshkin,38.454587,57.786654
447,house Tonkonogovyh,architecture,Krasnoyarsk region,Pitorafik,92.173769,58.453069
448,house Trezzini,architecture,St. Petersburg,St. Petersburg,30.288101,59.936562
449,house Tupitsyn,architecture,Perm,Permian,56.253967,58.006473
450,House UO Petelina,architecture,Sverdlovsk region,Ekaterinburg,61.030139,59.481254
451,home Haritonenko,architecture,Belgorod region,Red Yaruga,35.658041,50.800972
452,house Shilya,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
453,house Shuvalov,architecture,Perm,Lysva,57.807244,58.058326
454,House EG Skribanovich,architecture,Amur region,Blagoveshchensk,127.527173,50.29064
455,house Yakunchikova,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
456,house actor,architecture,Moscow,,37.637874,55.770218
457,house actor,architecture,Sverdlovsk region,Ekaterinburg,60.675322,56.833161
458,House of the English congregation,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
459,House pharmacist Ulrich,architecture,Lipetsk region,zadonsk,38.919456,52.391972
460,architect house,architecture,Altai region,Barnaul,83.774503,53.362495
461,House architect (Daum Rysin),architecture,Volgograd region,Volgograd,44.483639,48.684565
462,House architect FE Ponomareva,architecture,Transbaikal region,Chita,118.645746,52.459782
463,House Ataman FY Bursak,architecture,Krasnodar region,Krasnodar,38.935473,45.131536
464,House Brothers Stoletovs,architecture,Vladimir region,Vladimir,40.413121,56.133076
465,House in Potapov,architecture,Moscow,,37.678343,55.788368
466,House Deputy Governor,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.982909,56.31231
467,house magistrates,architecture,Perm,Solikamsk,56.771029,59.648333
468,house magistrates,architecture,Krasnoyarsk region,Pitorafik,92.173769,58.453069
469,House of the military governor of the Amur region,architecture,Amur region,Blagoveshchensk,128.13341,51.689398
470,House Volga Shipping,architecture,Yaroslavskaya oblast,Myshkin,38.454587,57.786654
471,House doctor SV Martynov,architecture,Voronezh region,Voronezh,39.164247,51.701105
472,House vyat governors,architecture,Kirov region,Kirov,49.594567,58.508738
473,House mountain chief,architecture,The Republic of Karelia,Petrozavodsk,34.33591,61.806405
474,Home city architect KP Chakin,architecture,Tyumen region,Tyumen,65.397784,57.272057
475,House Mayor F. In Shvetova,architecture,Kurgan region,Mound,65.341118,55.441004
476,house the mayor,architecture,Tyumen region,Tyumen,65.397784,57.272057
477,House City Hospital,architecture,Yaroslavskaya oblast,,Not found,
478,house movers,architecture,Volgograd region,Volgograd,44.483639,48.684565
479,governor's house,architecture,Primorsky Krai,Vladivostok,131.885485,43.115536
480,governor's house,architecture,Republic of Bashkortostan,Ufa,55.990581,54.720231
481,House noblewoman Voitkevich,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.982909,56.31231
482,House of Nobility Assembly,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.982909,56.31231
483,House Decembrist Rosen,architecture,Kurgan region,Mound,65.334893,55.430319
484,House for bank employees,architecture,Novosibirsk region,Novosibirsk,82.917546,54.99243
485,house railway workers,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.989395,56.279337
486,The house is habitable,architecture,Tyumen region,Tyumen,65.523036,57.151969
487,The house is habitable Philistine AI Vasilkova,architecture,Tyumen region,,68.096045,57.541821
488,Residential house with shops merchant JA Nemchinov,architecture,The Republic of Buryatia,Ulan-Ude,Not found,
489,Home and Hospital Dr. IA Syano,architecture,Sverdlovsk region,Ekaterinburg,60.597465,56.838011
490,The house from the manor NI Davydov,architecture,Tyumen region,Tyumen,65.534328,57.153033
491,Engineer House Ostaptsa,architecture,Kurgan region,Mound,65.334893,55.430319
492,Engineer House Pertsov,architecture,Moscow,,37.577427,55.769747
493,Treasury house,architecture,Yaroslavskaya oblast,Myshkin,38.454587,57.786654
494,House of Princess Gagarina,architecture,St. Petersburg,St. Petersburg,30.295683,59.920154
495,Дом компании &quot;Схефальс и Эсдерс&quot;,architecture,St. Petersburg,St. Petersburg,Not found,
496,house of Composers,architecture,Novosibirsk region,Novosibirsk,82.958761,55.041787
497,house konservschikov,architecture,Volgograd region,Volgograd,44.483639,48.684565
498,House peasant AY Kapitanova,architecture,Tyumen region,Tyumen,65.397784,57.272057
499,priest house,architecture,Pskov region,Pskov,28.332451,57.819274
500,Kirillov's house,architecture,Sverdlovsk region,Kunar,Not found,
501,House of Culture of the October Revolution,architecture,Novosibirsk region,Novosibirsk,82.909659,55.026432
502,House Merchant Assembly,architecture,Kaluga region,Kaluga,36.263784,54.506857
503,House of the Holy Spirit merchant guild,architecture,Leningrad region,Vyborg,29.486516,60.420888
504,House Merchant AD Rychin,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.982909,56.31231
505,House Merchant AMLushnikov,architecture,The Republic of Buryatia,Kyakhtinsky,106.449903,50.355214
506,House of merchant A. Lebedev,architecture,Sverdlovsk region,Ekaterinburg,60.675322,56.833161
507,House Merchant AK Posnova,architecture,Yaroslavskaya oblast,Uglich,Not found,
508,House Merchant Alekseeva,architecture,Volgograd region,Volgograd,44.404147,48.574612
509,House Merchant Borodkin,architecture,Krasnoyarsk region,Pitorafik,92.173769,58.453069
510,House Merchant VI Smirnova,architecture,Nizhny Novgorod Region,Nizhny Novgorod,43.841289,56.234105
511,House Merchant Vekruta,architecture,Leningrad region,Vyborg,29.486516,60.420888
512,House Merchant GR Beilin,architecture,Novosibirsk region,Novosibirsk,82.958761,55.041787
513,House Merchant GP Larina,architecture,Amur region,Blagoveshchensk,127.599587,50.366046
514,"House Merchant Dontsova (Trust ""Nizhnevolgoelektromontazh"" housing)",architecture,Volgograd region,Volgograd,44.483639,48.684565
515,House Merchant ZG Kryukov,architecture,Novosibirsk region,Novosibirsk,82.958761,55.041787
516,House of merchant IG Pshenichnikova,architecture,Sverdlovsk region,Ekaterinburg,60.675322,56.833161
517,House of merchant I. Efremova,architecture,Novosibirsk region,Novosibirsk,82.958761,55.041787
518,House of a merchant IY Andreeva,architecture,Kurgan region,Mound,65.334893,55.430319
519,House of merchant IT Surikov (women's gymnasium PA Smirnov),architecture,Novosibirsk region,Novosibirsk,82.981919,55.053196
